landmark_id,hierarchical_label,natural_or_human_made
94200,lake,natural
94201,garden,natural
94204,monastery,human-made
94205,fountain,human-made
94206,memorial,human-made
94207,castle / fort,human-made
94210,theatre,human-made
94211,buddhist temple,human-made
94212,cemetery,human-made
94213,museum,human-made
94214,castle / fort,human-made
94216,church,human-made
94220,factory,human-made
94226,aqueduct,human-made
94227,cemetery,human-made
94229,lake,natural
94230,zoo,human-made
94232,sculpture,human-made
94233,cave,natural
94235,museum,human-made
94237,church,human-made
94239,church,human-made
94240,library,human-made
94241,church,human-made
94242,boat,human-made
94243,museum,human-made
94244,parks,natural
94245,church,human-made
94246,sports venue,human-made
94247,theatre,human-made
94248,sports venue,human-made
94249,settlement,human-made
94250,church,human-made
94251,lighthouse,human-made
94253,zoo,human-made
94254,archeological site,human-made
94255,museum,human-made
94258,square,human-made
94260,lake,natural
94261,boat,human-made
94262,church,human-made
94263,church,human-made
94265,lake,natural
94267,church,human-made
94268,mountain,natural
94269,lake,natural
94270,parks,natural
94271,church,human-made
94272,house,human-made
94274,school,human-made
94275,bridge,human-made
94277,parks,natural
94278,church,human-made
94279,shinto shrine,human-made
94281,church,human-made
94282,parks,natural
94285,parks,natural
94286,church,human-made
94290,buddhist temple,human-made
94292,agricultural land,natural
94293,ocean area ,natural
94296,ocean area ,natural
94297,museum,human-made
94299,museum,human-made
94300,church,human-made
94301,cemetery,human-made
94302,bridge,human-made
94304,church,human-made
94306,museum,human-made
94315,parks,natural
94316,lighthouse,human-made
94317,parks,natural
94318,fountain,human-made
94320,house,human-made
94322,monastery,human-made
94324,theatre,human-made
94327,castle / fort,human-made
94328,trail,natural
94329,castle / fort,human-made
94331,church,human-made
94332,house,human-made
94334,hospital,human-made
94335,church,human-made
94338,church,human-made
94340,theatre,human-made
94341,lake,natural
94343,museum,human-made
94344,castle / fort,human-made
94348,palace,human-made
94349,house,human-made
94351,church,human-made
94352,tower,human-made
94354,garden,natural
94357,synagogue,human-made
94358,museum,human-made
94359,church,human-made
94360,church,human-made
94361,church,human-made
94362,museum,human-made
94364,cemetery,human-made
94367,castle / fort,human-made
94368,skyscraper,human-made
94369,parks,natural
94370,library,human-made
94372,church,human-made
94377,archeological site,human-made
94380,gate,human-made
94381,house,human-made
94384,sculpture,human-made
94385,castle / fort,human-made
94388,church,human-made
94389,square,human-made
94391,mountain,natural
94392,library,human-made
94393,city,human-made
94398,monastery,human-made
94399,church,human-made
94400,castle / fort,human-made
94402,museum,human-made
94404,synagogue,human-made
94405,castle / fort,human-made
94406,church,human-made
94407,museum,human-made
94409,cemetery,human-made
94410,restaurant,human-made
94412,rail transportation,human-made
94417,castle / fort,human-made
94418,house,human-made
94419,castle / fort,human-made
94421,castle / fort,human-made
94422,amusement park,human-made
94424,house,human-made
94425,church,human-made
94430,castle / fort,human-made
94432,tower,human-made
94434,lake,natural
94436,sculpture,human-made
94440,archeological site,human-made
94444,house,human-made
94446,museum,human-made
94448,swimming pool,human-made
94450,castle / fort,human-made
94451,school,human-made
94452,market,human-made
94456,waterfall,natural
94457,shinto shrine,human-made
94458,museum,human-made
94459,castle / fort,human-made
94461,church,human-made
94462,sports venue,human-made
94466,castle / fort,human-made
94469,church,human-made
94470,mountain,natural
94471,museum,human-made
94474,mountain,natural
94475,island,natural
94476,parks,natural
94478,castle / fort,human-made
94480,hotel,human-made
94481,church,human-made
94482,castle / fort,human-made
94483,government building,human-made
94486,church,human-made
94487,mountain,natural
94490,church,human-made
94491,church,human-made
94492,tower,human-made
94493,government building,human-made
94496,church,human-made
94499,house,human-made
94500,church,human-made
94502,tower,human-made
94505,castle / fort,human-made
94508,cemetery,human-made
94509,church,human-made
94511,lake,natural
94512,skyscraper,human-made
94513,church,human-made
94517,square,human-made
94519,garden,natural
94522,ruins,human-made
94524,harbor,human-made
94526,castle / fort,human-made
94527,archeological site,human-made
94528,church,human-made
94531,river,natural
94532,church,human-made
94535,mountain,natural
94538,church,human-made
94539,parks,natural
94541,house,human-made
94542,church,human-made
94543,church,human-made
94545,island,natural
94546,church,human-made
94548,church,human-made
94549,monastery,human-made
94550,parks,natural
94552,square,human-made
94555,castle / fort,human-made
94556,amusement park,human-made
94558,government building,human-made
94561,church,human-made
94563,castle / fort,human-made
94564,house,human-made
94565,dam,human-made
94566,castle / fort,human-made
94567,sports venue,human-made
94568,theatre,human-made
94569,parks,natural
94570,church,human-made
94572,square,human-made
94574,cemetery,human-made
94575,settlement,human-made
94578,church,human-made
94579,mountain,natural
94581,canal,natural
94583,church,human-made
94585,museum,human-made
94588,city,human-made
94598,mountain,natural
94604,parks,natural
94605,church,human-made
94608,boat,human-made
94609,tower,human-made
94611,mine,human-made
94612,waterfall,natural
94613,church,human-made
94614,restaurant,human-made
94617,church,human-made
94618,lighthouse,human-made
94620,synagogue,human-made
94624,castle / fort,human-made
94625,archeological site,human-made
94626,palace,human-made
94629,parks,natural
94630,museum,human-made
94631,skyscraper,human-made
94632,mountain,natural
94633,church,human-made
94635,museum,human-made
94637,amusement park,human-made
94640,church,human-made
94641,museum,human-made
94646,bridge,human-made
94647,castle / fort,human-made
94650,parks,natural
94652,museum,human-made
94653,river,natural
94654,church,human-made
94655,church,human-made
94657,cemetery,human-made
94660,church,human-made
94661,monastery,human-made
94662,sports venue,human-made
94666,bridge,human-made
94667,church,human-made
94670,mountain,natural
94672,castle / fort,human-made
94673,theatre,human-made
94674,bath,human-made
94677,palace,human-made
94678,mountain,natural
94679,tree,natural
94680,church,human-made
94681,cliff,natural
94682,parks,natural
94683,school,human-made
94686,ocean area ,natural
94689,church,human-made
94693,church,human-made
94695,museum,human-made
94697,garden,natural
94699,monastery,human-made
94702,canal,natural
94703,church,human-made
94704,island,natural
94705,church,human-made
94707,sculpture,human-made
94708,skyscraper,human-made
94709,church,human-made
94710,church,human-made
94711,castle / fort,human-made
94712,lake,natural
94713,bridge,human-made
94715,rail transportation,human-made
94717,church,human-made
94719,canal,natural
94720,castle / fort,human-made
94721,church,human-made
94723,castle / fort,human-made
94724,palace,human-made
94725,church,human-made
94726,library,human-made
94729,hotel,human-made
94737,museum,human-made
94740,bridge,human-made
94741,ocean area ,natural
94743,church,human-made
94744,settlement,human-made
94745,museum,human-made
94747,buddhist temple,human-made
94748,castle / fort,human-made
94750,agricultural land,natural
94751,church,human-made
94753,church,human-made
94754,church,human-made
94755,archeological site,human-made
94756,church,human-made
94759,garden,natural
94760,buddhist temple,human-made
94761,church,human-made
94763,house,human-made
94766,skyscraper,human-made
94767,city,human-made
94768,cemetery,human-made
94771,city,human-made
94772,church,human-made
94775,museum,human-made
94776,cemetery,human-made
94777,church,human-made
94778,mountain,natural
94779,lake,natural
94782,bridge,human-made
94783,church,human-made
94784,castle / fort,human-made
94785,museum,human-made
94786,palace,human-made
94790,church,human-made
94791,church,human-made
94792,church,human-made
94797,lighthouse,human-made
94798,sports venue,human-made
94799,church,human-made
94800,museum,human-made
94804,castle / fort,human-made
94805,monastery,human-made
94808,sculpture,human-made
94809,lighthouse,human-made
94810,castle / fort,human-made
94812,castle / fort,human-made
94813,city,human-made
94814,house,human-made
94816,lake,natural
94818,buddhist temple,human-made
94820,museum,human-made
94821,mountain,natural
94823,mountain,natural
94824,buddhist temple,human-made
94828,church,human-made
94829,tree,natural
94830,memorial,human-made
94831,mountain,natural
94833,sculpture,human-made
94835,museum,human-made
94836,parks,natural
94837,river,natural
94840,cemetery,human-made
94841,church,human-made
94842,church,human-made
94847,government building,human-made
94848,museum,human-made
94849,square,human-made
94851,buddhist temple,human-made
94853,buddhist temple,human-made
94854,city,human-made
94856,mountain,natural
94857,church,human-made
94859,mosque,human-made
94861,restaurant,human-made
94862,parks,natural
94863,castle / fort,human-made
94864,palace,human-made
94866,parks,natural
94869,parks,natural
94870,museum,human-made
94871,hotel,human-made
94874,library,human-made
94876,palace,human-made
94877,mosque,human-made
94879,lighthouse,human-made
94880,mountain,natural
94881,church,human-made
94882,factory,human-made
94883,castle / fort,human-made
94888,sculpture,human-made
94892,church,human-made
94893,theatre,human-made
94897,church,human-made
94899,skyscraper,human-made
94900,dam,human-made
94906,church,human-made
94907,parks,natural
94911,mine,human-made
94913,castle / fort,human-made
94914,museum,human-made
94916,church,human-made
94917,castle / fort,human-made
94918,church,human-made
94919,dam,human-made
94920,hotel,human-made
94924,sports venue,human-made
94925,mosque,human-made
94926,sculpture,human-made
94931,church,human-made
94932,house,human-made
94934,theatre,human-made
94935,sculpture,human-made
94937,museum,human-made
94938,parks,natural
94939,church,human-made
94940,church,human-made
94942,square,human-made
94943,church,human-made
94944,church,human-made
94945,archeological site,human-made
94947,house,human-made
94950,bridge,human-made
94952,castle / fort,human-made
94954,sculpture,human-made
94956,palace,human-made
94957,church,human-made
94958,hotel,human-made
94959,lake,natural
94960,church,human-made
94961,lighthouse,human-made
94962,sports venue,human-made
94963,church,human-made
94965,church,human-made
94966,lake,natural
94967,castle / fort,human-made
94968,bridge,human-made
94969,museum,human-made
94970,cemetery,human-made
94971,parks,natural
94972,mountain,natural
94973,stone,natural
94974,mosque,human-made
94978,boat,human-made
94979,parks,natural
94980,monastery,human-made
94983,church,human-made
94987,bridge,human-made
94988,city,human-made
94989,mountain,natural
94990,church,human-made
94993,beach,natural
94994,lake,natural
94995,volcano,natural
94996,theatre,human-made
94998,church,human-made
95001,church,human-made
95002,lake,natural
95003,palace,human-made
95004,government building,human-made
95006,harbor,human-made
95011,lake,natural
95012,castle / fort,human-made
95013,mountain,natural
95015,church,human-made
95016,gate,human-made
95019,mountain,natural
95020,palace,human-made
95021,church,human-made
95024,sports venue,human-made
95025,church,human-made
95026,tower,human-made
95029,museum,human-made
95030,boat,human-made
95033,road,human-made
95034,rail transportation,human-made
95035,church,human-made
95036,lake,natural
95038,skyscraper,human-made
95041,church,human-made
95042,parks,natural
95044,house,human-made
95045,sports venue,human-made
95048,church,human-made
95049,river,natural
95050,church,human-made
95051,church,human-made
95052,castle / fort,human-made
95057,parks,natural
95059,lake,natural
95060,church,human-made
95063,archeological site,human-made
95065,sports venue,human-made
95067,theatre,human-made
95068,church,human-made
95070,castle / fort,human-made
95071,church,human-made
95073,government building,human-made
95076,parks,natural
95077,beach,natural
95078,skyscraper,human-made
95079,fountain,human-made
95080,mountain,natural
95081,lake,natural
95083,parks,natural
95085,river,natural
95087,lake,natural
95089,house,human-made
95090,garden,natural
95092,mountain,natural
95096,parks,natural
95098,amusement park,human-made
95099,bridge,human-made
95100,museum,human-made
95104,house,human-made
95107,shinto shrine,human-made
95110,museum,human-made
95114,church,human-made
95117,church,human-made
95118,boat,human-made
95119,observatory,human-made
95120,parks,natural
95121,parks,natural
95122,museum,human-made
95123,mountain,natural
95124,church,human-made
95125,sports venue,human-made
95127,synagogue,human-made
95129,bridge,human-made
95130,castle / fort,human-made
95131,castle / fort,human-made
95132,parks,natural
95133,church,human-made
95134,church,human-made
95138,cemetery,human-made
95139,museum,human-made
95142,castle / fort,human-made
95143,library,human-made
95146,theatre,human-made
95147,church,human-made
95149,mountain,natural
95151,cemetery,human-made
95153,church,human-made
95156,church,human-made
95157,shopping,human-made
95158,mine,human-made
95159,shinto shrine,human-made
95160,sports venue,human-made
95162,church,human-made
95163,zoo,human-made
95168,castle / fort,human-made
95171,church,human-made
95173,archeological site,human-made
95175,palace,human-made
95176,museum,human-made
95177,rail transportation,human-made
95179,church,human-made
95182,church,human-made
95184,monastery,human-made
95185,lake,natural
95186,church,human-made
95187,bridge,human-made
95189,river,natural
95190,cave,natural
95191,mountain,natural
95192,observatory,human-made
95193,church,human-made
95194,prison,human-made
95195,city,human-made
95196,monastery,human-made
95197,house,human-made
95198,government building,human-made
95200,church,human-made
95201,house,human-made
95202,library,human-made
95203,lighthouse,human-made
95204,church,human-made
95205,church,human-made
95208,tower,human-made
95209,mosque,human-made
95211,harbor,human-made
95214,beach,natural
95216,castle / fort,human-made
95217,island,natural
95220,mountain,natural
95221,castle / fort,human-made
95222,tower,human-made
95223,memorial,human-made
95224,bridge,human-made
95225,church,human-made
95227,castle / fort,human-made
95229,house,human-made
95231,sports venue,human-made
95233,waterfall,natural
95234,ruins,human-made
95235,city,human-made
95236,square,human-made
95240,dam,human-made
95241,church,human-made
95245,lighthouse,human-made
95252,castle / fort,human-made
95254,church,human-made
95255,palace,human-made
95256,mountain,natural
95257,lake,natural
95258,church,human-made
95259,village,human-made
95260,parks,natural
95261,market,human-made
95262,parks,natural
95264,church,human-made
95266,lake,natural
95268,hotel,human-made
95270,lake,natural
95273,cemetery,human-made
95275,church,human-made
95276,city,human-made
95278,church,human-made
95279,mountain,natural
95281,lake,natural
95283,church,human-made
95284,museum,human-made
95286,church,human-made
95287,church,human-made
95288,hotel,human-made
95289,church,human-made
95290,cemetery,human-made
95291,church,human-made
95292,church,human-made
95293,parks,natural
95295,castle / fort,human-made
95298,bridge,human-made
95301,church,human-made
95302,church,human-made
95303,museum,human-made
95304,museum,human-made
95305,mountain,natural
95306,church,human-made
95307,church,human-made
95308,mountain,natural
95309,lake,natural
95313,sports venue,human-made
95316,harbor,human-made
95319,church,human-made
95320,skyscraper,human-made
95323,mosque,human-made
95324,monastery,human-made
95325,bridge,human-made
95327,church,human-made
95328,boat,human-made
95329,cemetery,human-made
95330,river,natural
95333,parks,natural
95334,church,human-made
95335,church,human-made
95336,museum,human-made
95341,library,human-made
95343,church,human-made
95345,fountain,human-made
95346,mountain,natural
95347,mountain,natural
95348,garden,natural
95350,church,human-made
95351,sports venue,human-made
95352,government building,human-made
95354,house,human-made
95355,observatory,human-made
95356,church,human-made
95358,house,human-made
95360,museum,human-made
95362,city,human-made
95363,castle / fort,human-made
95364,synagogue,human-made
95367,parks,natural
95369,church,human-made
95370,island,natural
95372,church,human-made
95377,skyscraper,human-made
95378,castle / fort,human-made
95379,church,human-made
95380,zoo,human-made
95381,garden,natural
95382,canal,natural
95384,parks,natural
95385,castle / fort,human-made
95387,museum,human-made
95388,boat,human-made
95392,observatory,human-made
95393,island,natural
95394,sports venue,human-made
95397,house,human-made
95399,palace,human-made
95400,museum,human-made
95401,monastery,human-made
95402,mosque,human-made
95404,church,human-made
95410,shinto shrine,human-made
95412,church,human-made
95415,lake,natural
95421,church,human-made
95422,house,human-made
95423,church,human-made
95429,parks,natural
95430,church,human-made
95433,observatory,human-made
95436,cemetery,human-made
95437,bridge,human-made
95438,monastery,human-made
95440,church,human-made
95444,palace,human-made
95445,theatre,human-made
95446,museum,human-made
95447,castle / fort,human-made
95451,hotel,human-made
95452,tower,human-made
95453,mountain,natural
95455,memorial,human-made
95457,bridge,human-made
95459,castle / fort,human-made
95460,church,human-made
95461,church,human-made
95463,square,human-made
95468,museum,human-made
95469,bridge,human-made
95470,church,human-made
95472,square,human-made
95473,sports venue,human-made
95476,sports venue,human-made
95478,hotel,human-made
95480,underground infrastructure,human-made
95482,museum,human-made
95483,church,human-made
95484,parks,natural
95485,church,human-made
95487,museum,human-made
95489,skyscraper,human-made
95490,church,human-made
95493,government building,human-made
95496,church,human-made
95498,museum,human-made
95499,buddhist temple,human-made
95500,harbor,human-made
95501,mountain,natural
95502,parks,natural
95503,settlement,human-made
95504,parks,natural
95507,lighthouse,human-made
95508,museum,human-made
95509,castle / fort,human-made
95510,church,human-made
95512,island,natural
95513,theatre,human-made
95514,church,human-made
95515,church,human-made
95519,garden,natural
95520,mountain,natural
95522,zoo,human-made
95523,castle / fort,human-made
95524,lake,natural
95525,harbor,human-made
95526,island,natural
95527,church,human-made
95528,church,human-made
95530,bridge,human-made
95532,river,natural
95533,museum,human-made
95534,city,human-made
95535,church,human-made
95536,buddhist temple,human-made
95537,house,human-made
95538,waterfall,natural
95540,lighthouse,human-made
95542,amusement park,human-made
95543,lake,natural
95545,museum,human-made
95549,mountain,natural
95553,parks,natural
95555,museum,human-made
95557,palace,human-made
95560,mosque,human-made
95562,dam,human-made
95563,sports venue,human-made
95564,castle / fort,human-made
95565,theatre,human-made
95566,lake,natural
95567,mountain,natural
95569,mountain,natural
95570,hospital,human-made
95572,tower,human-made
95578,gate,human-made
95580,gate,human-made
95581,church,human-made
95583,theatre,human-made
95584,church,human-made
95586,church,human-made
95587,cemetery,human-made
95589,mountain,natural
95590,church,human-made
95591,parks,natural
95593,castle / fort,human-made
95595,museum,human-made
95596,castle / fort,human-made
95597,church,human-made
95600,observatory,human-made
95601,buddhist temple,human-made
95604,theatre,human-made
95607,river,natural
95608,mountain,natural
95611,church,human-made
95613,city,human-made
95614,church,human-made
95615,church,human-made
95617,monastery,human-made
95623,museum,human-made
95624,settlement,human-made
95625,bridge,human-made
95626,church,human-made
95627,factory,human-made
95628,bridge,human-made
95629,castle / fort,human-made
95630,dam,human-made
95631,mountain,natural
95632,parks,natural
95635,cable transportation,human-made
95636,mountain,natural
95638,museum,human-made
95639,bridge,human-made
95641,lake,natural
95643,museum,human-made
95644,church,human-made
95647,cemetery,human-made
95649,museum,human-made
95655,castle / fort,human-made
95656,archeological site,human-made
95657,church,human-made
95660,cemetery,human-made
95661,bridge,human-made
95662,church,human-made
95663,house,human-made
95667,castle / fort,human-made
95668,castle / fort,human-made
95669,rail transportation,human-made
95671,city,human-made
95673,sports venue,human-made
95674,wetland,natural
95678,dam,human-made
95681,church,human-made
95683,monastery,human-made
95684,museum,human-made
95686,church,human-made
95687,parks,natural
95689,church,human-made
95690,government building,human-made
95692,church,human-made
95693,castle / fort,human-made
95695,castle / fort,human-made
95696,river,natural
95702,church,human-made
95709,parks,natural
95710,memorial,human-made
95713,church,human-made
95715,house,human-made
95716,sculpture,human-made
95717,lake,natural
95722,lighthouse,human-made
95723,mountain,natural
95726,castle / fort,human-made
95727,ocean area ,natural
95730,museum,human-made
95731,river,natural
95733,church,human-made
95734,market,human-made
95735,monastery,human-made
95738,archeological site,human-made
95739,river,natural
95742,mountain,natural
95746,parks,natural
95747,boat,human-made
95749,stone,natural
95751,church,human-made
95752,archeological site,human-made
95754,mountain,natural
95755,ocean area ,natural
95756,museum,human-made
95759,church,human-made
95761,church,human-made
95766,settlement,human-made
95768,square,human-made
95769,skyscraper,human-made
95770,hotel,human-made
95775,castle / fort,human-made
95776,church,human-made
95778,harbor,human-made
95779,castle / fort,human-made
95782,volcano,natural
95783,church,human-made
95786,theatre,human-made
95787,amusement park,human-made
95788,parks,natural
95790,parks,natural
95795,mountain,natural
95800,house,human-made
95802,museum,human-made
95805,harbor,human-made
95806,mountain,natural
95807,mountain,natural
95808,cave,natural
95810,lighthouse,human-made
95811,shinto shrine,human-made
95812,lake,natural
95813,museum,human-made
95815,lake,natural
95817,museum,human-made
95818,observatory,human-made
95819,parks,natural
95820,museum,human-made
95821,church,human-made
95822,church,human-made
95823,museum,human-made
95824,garden,natural
95825,church,human-made
95827,library,human-made
95828,museum,human-made
95829,castle / fort,human-made
95832,parks,natural
95833,boat,human-made
95834,church,human-made
95835,church,human-made
95837,theatre,human-made
95839,trail,natural
95840,buddhist temple,human-made
95841,archeological site,human-made
95842,church,human-made
95844,lake,natural
95846,castle / fort,human-made
95847,bridge,human-made
95848,house,human-made
95850,lake,natural
95851,hotel,human-made
95852,church,human-made
95853,church,human-made
95854,sculpture,human-made
95855,cemetery,human-made
95856,lake,natural
95858,buddhist temple,human-made
95859,cemetery,human-made
95860,bridge,human-made
95861,shinto shrine,human-made
95862,castle / fort,human-made
95864,museum,human-made
95866,museum,human-made
95868,cave,natural
95870,church,human-made
95871,museum,human-made
95873,church,human-made
95875,fountain,human-made
95876,cemetery,human-made
95877,square,human-made
95882,church,human-made
95883,island,natural
95884,sculpture,human-made
95886,parks,natural
95887,museum,human-made
95888,city,human-made
95889,church,human-made
95893,mountain,natural
95894,museum,human-made
95895,theatre,human-made
95898,cave,natural
95899,lighthouse,human-made
95900,city,human-made
95902,church,human-made
95903,sports venue,human-made
95904,museum,human-made
95908,skyscraper,human-made
95909,hotel,human-made
95912,house,human-made
95913,lake,natural
95914,lake,natural
95915,church,human-made
95921,church,human-made
95922,church,human-made
95925,church,human-made
95926,parks,natural
95927,skyscraper,human-made
95928,church,human-made
95930,church,human-made
95931,church,human-made
95932,church,human-made
95934,buddhist temple,human-made
95935,castle / fort,human-made
95938,church,human-made
95940,sculpture,human-made
95941,library,human-made
95942,mountain,natural
95946,museum,human-made
95948,hotel,human-made
95951,market,human-made
95952,church,human-made
95953,lake,natural
95955,parks,natural
95956,castle / fort,human-made
95960,bridge,human-made
95961,church,human-made
95963,parks,natural
95965,church,human-made
95966,cemetery,human-made
95969,church,human-made
95972,sports venue,human-made
95973,city,human-made
95974,bridge,human-made
95976,dam,human-made
95977,church,human-made
95979,church,human-made
95980,castle / fort,human-made
95981,church,human-made
95984,river,natural
95986,mountain,natural
95987,amusement park,human-made
95988,parks,natural
95989,parks,natural
95990,museum,human-made
95991,mountain,natural
95994,synagogue,human-made
95998,theatre,human-made
95999,church,human-made
96000,hotel,human-made
96001,boat,human-made
96007,monastery,human-made
96010,castle / fort,human-made
96012,cave,natural
96014,library,human-made
96015,parks,natural
96016,house,human-made
96017,castle / fort,human-made
96018,church,human-made
96019,mountain,natural
96023,church,human-made
96026,castle / fort,human-made
96029,synagogue,human-made
96031,castle / fort,human-made
96032,museum,human-made
96035,museum,human-made
96038,church,human-made
96039,museum,human-made
96041,church,human-made
96043,boat,human-made
96044,theatre,human-made
96045,beach,natural
96047,tower,human-made
96048,amusement park,human-made
96049,river,natural
96050,castle / fort,human-made
96052,rail transportation,human-made
96054,cemetery,human-made
96058,mountain,natural
96059,dam,human-made
96062,skyscraper,human-made
96064,mountain,natural
96065,settlement,human-made
96066,church,human-made
96069,theatre,human-made
96070,church,human-made
96071,castle / fort,human-made
96073,castle / fort,human-made
96074,castle / fort,human-made
96078,museum,human-made
96079,school,human-made
96080,lake,natural
96081,archeological site,human-made
96082,boat,human-made
96085,school,human-made
96086,river,natural
96087,church,human-made
96090,church,human-made
96091,church,human-made
96093,archeological site,human-made
96094,parks,natural
96097,castle / fort,human-made
96098,museum,human-made
96104,parks,natural
96105,church,human-made
96107,garden,natural
96108,church,human-made
96110,museum,human-made
96111,church,human-made
96112,theatre,human-made
96115,church,human-made
96116,house,human-made
96117,castle / fort,human-made
96118,lighthouse,human-made
96127,castle / fort,human-made
96128,parks,natural
96130,church,human-made
96133,house,human-made
96134,church,human-made
96135,church,human-made
96136,church,human-made
96138,shinto shrine,human-made
96139,castle / fort,human-made
96140,mountain,natural
96144,house,human-made
96145,boat,human-made
96147,rail transportation,human-made
96150,church,human-made
96151,harbor,human-made
96156,sports venue,human-made
96157,zoo,human-made
96159,museum,human-made
96165,ruins,human-made
96171,mountain,natural
96172,factory,human-made
96174,church,human-made
96176,harbor,human-made
96179,buddhist temple,human-made
96183,shinto shrine,human-made
96184,parks,natural
96187,amusement park,human-made
96188,square,human-made
96190,island,natural
96191,church,human-made
96194,church,human-made
96196,church,human-made
96197,settlement,human-made
96198,church,human-made
96204,ocean area ,natural
96205,rail transportation,human-made
96206,square,human-made
96209,mountain,natural
96212,parks,natural
96213,lighthouse,human-made
96215,castle / fort,human-made
96216,zoo,human-made
96218,amusement park,human-made
96219,church,human-made
96223,house,human-made
96224,cemetery,human-made
96226,church,human-made
96227,lighthouse,human-made
96228,church,human-made
96229,castle / fort,human-made
96231,castle / fort,human-made
96233,synagogue,human-made
96234,sports venue,human-made
96235,boat,human-made
96244,mountain,natural
96248,lake,natural
96251,rail transportation,human-made
96252,garden,natural
96253,castle / fort,human-made
96254,church,human-made
96255,church,human-made
96256,church,human-made
96259,monastery,human-made
96260,church,human-made
96263,church,human-made
96264,river,natural
96265,dam,human-made
96266,lighthouse,human-made
96272,mountain,natural
96273,castle / fort,human-made
96274,sports venue,human-made
96276,church,human-made
96279,archeological site,human-made
96280,castle / fort,human-made
96282,theatre,human-made
96283,castle / fort,human-made
96284,castle / fort,human-made
96285,church,human-made
96286,church,human-made
96290,monastery,human-made
96293,church,human-made
96294,library,human-made
96295,mountain,natural
96296,bridge,human-made
96297,parks,natural
96298,church,human-made
96299,church,human-made
96300,boat,human-made
96301,mountain,natural
96304,parks,natural
96307,zoo,human-made
96308,church,human-made
96310,church,human-made
96312,castle / fort,human-made
96313,volcano,natural
96317,village,human-made
96319,church,human-made
96320,church,human-made
96322,lighthouse,human-made
96323,parks,natural
96324,church,human-made
96326,house,human-made
96329,dam,human-made
96331,parks,natural
96332,sports venue,human-made
96333,museum,human-made
96338,tower,human-made
96339,island,natural
96340,tower,human-made
96341,mountain,natural
96344,fountain,human-made
96345,lighthouse,human-made
96346,church,human-made
96347,parks,natural
96348,cemetery,human-made
96350,palace,human-made
96351,rail transportation,human-made
96353,city,human-made
96358,parks,natural
96362,house,human-made
96366,government building,human-made
96370,castle / fort,human-made
96371,parks,natural
96373,bridge,human-made
96376,church,human-made
96379,museum,human-made
96381,museum,human-made
96384,parks,natural
96386,parks,natural
96387,museum,human-made
96388,mountain,natural
96390,church,human-made
96391,theatre,human-made
96398,palace,human-made
96399,castle / fort,human-made
96400,cemetery,human-made
96402,island,natural
96403,cave,natural
96404,church,human-made
96408,island,natural
96411,museum,human-made
96414,city,human-made
96417,mountain,natural
96421,archeological site,human-made
96422,shopping,human-made
96424,church,human-made
96426,amusement park,human-made
96427,church,human-made
96433,museum,human-made
96434,city,human-made
96436,mountain,natural
96438,house,human-made
96439,church,human-made
96443,island,natural
96444,sports venue,human-made
96445,mountain,natural
96446,museum,human-made
96447,museum,human-made
96452,church,human-made
96453,ruins,human-made
96455,cemetery,human-made
96457,dam,human-made
96462,castle / fort,human-made
96464,church,human-made
96466,rail transportation,human-made
96467,church,human-made
96468,garden,natural
96469,museum,human-made
96470,lake,natural
96478,sports venue,human-made
96479,amusement park,human-made
96480,rail transportation,human-made
96483,theatre,human-made
96485,sculpture,human-made
96487,parks,natural
96488,lake,natural
96489,skyscraper,human-made
96491,church,human-made
96494,cemetery,human-made
96496,church,human-made
96497,fountain,human-made
96499,church,human-made
96500,island,natural
96501,garden,natural
96503,mountain,natural
96506,mountain,natural
96507,lake,natural
96508,church,human-made
96509,bridge,human-made
96511,castle / fort,human-made
96512,church,human-made
96515,house,human-made
96516,square,human-made
96517,castle / fort,human-made
96519,church,human-made
96520,cemetery,human-made
96524,lake,natural
96525,garden,natural
96528,church,human-made
96529,hotel,human-made
96532,church,human-made
96533,museum,human-made
96536,rail transportation,human-made
96537,skyscraper,human-made
96538,museum,human-made
96542,parks,natural
96543,mountain,natural
96548,theatre,human-made
96549,church,human-made
96551,palace,human-made
96553,church,human-made
96554,library,human-made
96555,museum,human-made
96556,parks,natural
96557,church,human-made
96559,bridge,human-made
96562,church,human-made
96563,memorial,human-made
96564,archeological site,human-made
96565,church,human-made
96566,castle / fort,human-made
96567,government building,human-made
96570,castle / fort,human-made
96571,ocean area ,natural
96572,gate,human-made
96573,church,human-made
96574,church,human-made
96575,parks,natural
96576,shinto shrine,human-made
96577,library,human-made
96578,church,human-made
96579,museum,human-made
96580,parks,natural
96582,ocean area ,natural
96584,church,human-made
96586,square,human-made
96591,church,human-made
96592,city,human-made
96593,hotel,human-made
96594,lake,natural
96595,parks,natural
96602,theatre,human-made
96603,house,human-made
96608,church,human-made
96610,church,human-made
96612,island,natural
96615,mountain,natural
96616,tower,human-made
96617,air transportation,human-made
96618,factory,human-made
96619,museum,human-made
96621,bridge,human-made
96622,archeological site,human-made
96624,church,human-made
96625,skyscraper,human-made
96628,monastery,human-made
96630,festival,human-made
96632,church,human-made
96633,underground infrastructure,human-made
96635,bridge,human-made
96636,castle / fort,human-made
96640,lake,natural
96642,mountain,natural
96643,parks,natural
96644,amusement park,human-made
96645,skyscraper,human-made
96647,house,human-made
96648,castle / fort,human-made
96649,mountain,natural
96652,river,natural
96656,monastery,human-made
96661,mountain,natural
96669,church,human-made
